Transaction ID,Customer ID,Transaction Amount,Transaction Date,Complaint Description,Dispute Category
TXN41063143,CUST219420,5.26,2025-05-31,A payment of 5.26 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN81833630,CUST864715,14.98,2025-05-31,My account was debited 14.98 but the receipt shows a different amount. The merchant made a billing error.,Wrong Amount
TXN75517389,CUST934816,37.1,2025-05-31,"I was charged 37.10 for a service that was never provided. Despite multiple follow-ups, the vendor has not delivered.",Product/Service Not Received
TXN53406228,CUST955662,234.94,2025-05-31,The item I ordered for 234.94 was described as new but arrived clearly used and in poor condition.,Defective Product/Service
TXN36723709,CUST734534,456.69,2025-05-31,I noticed an unauthorized debit of 456.69 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN42426251,CUST528184,1589.35,2025-05-31,"There is a fraudulent transaction of 1,589.35 on my account. I did not make this purchase and my card was in my possession the entire time.",Unauthorized Transaction
TXN13403152,CUST638009,6.15,2025-05-31,A payment of 6.15 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN18866414,CUST501574,36.23,2025-06-01,My refund of 36.23 was supposed to be processed within 7 business days but it has been over a month now.,Refund Not Processed
TXN70059776,CUST477017,18.09,2025-06-01,A payment of 18.09 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN69595320,CUST887352,22.07,2025-06-01,I paid 22.07 for a subscription service but never received access. The company has not responded to my support tickets.,Product/Service Not Received
TXN94570714,CUST617077,26.8,2025-06-01,I have a written confirmation from the merchant that 26.80 would be refunded but my account still shows the charge.,Refund Not Processed
TXN70975232,CUST238943,1475.82,2025-06-01,"My account was charged 1,475.82 without my consent. I believe someone has stolen my card details and made this purchase.",Unauthorized Transaction
TXN50180002,CUST860557,393.16,2025-06-01,I paid 393.16 for an order on 2025-06-01 but never received the product. The merchant is unresponsive to my emails.,Product/Service Not Received
TXN90165869,CUST662728,2986.22,2025-06-01,"The product worth 2,986.22 stopped working within 2 days of purchase. The merchant denied my warranty claim.",Defective Product/Service
TXN22161563,CUST539589,198.04,2025-06-01,The item I purchased for 198.04 is completely different from what was advertised. I want a full refund.,Defective Product/Service
TXN64125698,CUST359778,361.37,2025-06-01,I was billed 361.37 for a service upgrade I never requested or agreed to.,Merchant Billing Error
TXN27601303,CUST377932,53.47,2025-06-01,There is an unrecognized charge of 53.47 on my account dated 2025-06-01. I did not approve this and want it disputed.,Unauthorized Transaction
TXN96207549,CUST892630,302.37,2025-06-01,I placed an order worth 302.37 on 2025-06-01 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN76849489,CUST738577,28.93,2025-06-01,There are two charges of 28.93 from the same store on the same day. I only made one purchase and have proof.,Duplicate Charge
TXN93207701,CUST651963,190.03,2025-06-01,My account was debited 190.03 for goods that were supposed to arrive two weeks ago. I still have not received anything.,Product/Service Not Received
TXN16331124,CUST774565,59.85,2025-06-01,I paid 59.85 for a product that does not match the specifications listed on the merchant website at all.,Defective Product/Service
TXN64962068,CUST643878,63.48,2025-06-01,There is a fraudulent transaction of 63.48 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
TXN81028010,CUST889882,11.68,2025-06-01,There are two charges of 11.68 from the same store on the same day. I only made one purchase and have proof.,Duplicate Charge
TXN27492440,CUST922478,448.26,2025-06-02,I was charged 448.26 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.,Product/Service Not Received
TXN96635285,CUST235461,29.33,2025-06-02,I received an alert about a 29.33 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN73063577,CUST839142,44.13,2025-06-02,I noticed an unauthorized debit of 44.13 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN16928010,CUST375504,22.22,2025-06-02,An unauthorized payment of 22.22 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN20327400,CUST380028,36.5,2025-06-02,I was promised a refund of 36.50 by the merchant but it has been over 30 days and nothing has been credited.,Refund Not Processed
TXN70232336,CUST111060,238.1,2025-06-02,I placed an order worth 238.10 on 2025-06-02 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN28029570,CUST520304,13.93,2025-06-02,I was charged 13.93 for an annual renewal that I had opted out of. The merchant is ignoring my cancellation.,Subscription Issue
TXN96904926,CUST373453,41.83,2025-06-02,The restaurant charged 41.83 to my card but I paid the bill in cash. I have the cash receipt as proof.,Merchant Billing Error
TXN27471367,CUST592972,81.8,2025-06-02,The merchant increased my subscription from the original price to 81.80 without any prior notice or consent.,Subscription Issue
TXN75427118,CUST518084,6.9,2025-06-02,I paid 6.90 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN24723458,CUST499152,6.4,2025-06-03,I was charged 6.40 for a premium service but received the basic version. The merchant will not upgrade or refund.,Defective Product/Service
TXN65707438,CUST189771,32.8,2025-06-03,I was billed 32.80 instead of the correct amount. The merchant added extra charges without my knowledge.,Wrong Amount
TXN78390365,CUST289179,76.83,2025-06-03,The item I purchased for 76.83 is completely different from what was advertised. I want a full refund.,Defective Product/Service
TXN77529978,CUST317221,58.02,2025-06-03,The merchant took 58.02 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN67347605,CUST956156,5.97,2025-06-03,I noticed an unauthorized debit of 5.97 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN77628098,CUST749641,15.83,2025-06-03,The product worth 15.83 stopped working within 2 days of purchase. The merchant denied my warranty claim.,Defective Product/Service
TXN60099438,CUST591081,253.54,2025-06-03,I downgraded my plan but was still charged the old rate of 253.54 instead of the reduced amount.,Subscription Issue
TXN55805059,CUST862538,416.2,2025-06-03,I have a written confirmation from the merchant that 416.20 would be refunded but my account still shows the charge.,Refund Not Processed
TXN24599989,CUST114835,1947.18,2025-06-03,"I purchased an item for 1,947.18 but received a counterfeit product. The merchant refuses to acknowledge the issue.",Defective Product/Service
TXN83573500,CUST683783,340.41,2025-06-03,My account shows a recurring charge of 340.41 from a merchant I do not recognize. I never subscribed to any service.,Subscription Issue
TXN64364546,CUST812413,33.82,2025-06-04,My bill was 33.82 but the merchant processed a higher amount. I have photographic evidence of the original bill.,Wrong Amount
TXN23404289,CUST536774,15.61,2025-06-04,I cancelled my free trial before it ended but was charged 15.61 for the full subscription anyway.,Subscription Issue
TXN34383847,CUST168093,118.11,2025-06-04,A service is debiting 118.11 from my account every month even though I closed my account with them.,Subscription Issue
TXN52138595,CUST764693,1153.44,2025-06-04,"I found a fraudulent charge of 1,153.44 on my account from a merchant I have never heard of. Please investigate and refund.",Unauthorized Transaction
TXN92069403,CUST518373,22.91,2025-06-04,I found a fraudulent charge of 22.91 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN85653426,CUST571932,32.16,2025-06-04,My account was debited 32.16 for goods that were supposed to arrive two weeks ago. I still have not received anything.,Product/Service Not Received
TXN94280319,CUST401198,71.06,2025-06-04,A payment of 71.06 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN10935138,CUST632496,158.36,2025-06-04,I placed an order worth 158.36 on 2025-06-04 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN38133133,CUST401769,5.75,2025-06-04,An ATM debited 5.75 from my account but the screen showed a transaction failed message and no cash was given.,ATM Dispute
TXN59243110,CUST693830,14.65,2025-06-04,The item I ordered for 14.65 was described as new but arrived clearly used and in poor condition.,Defective Product/Service
TXN90531418,CUST386488,497.96,2025-06-04,An unauthorized payment of 497.96 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN17350085,CUST659951,16.2,2025-06-04,The transaction of 16.20 includes unauthorized tips or fees that I did not agree to pay.,Wrong Amount
TXN60972706,CUST772875,2063.77,2025-06-04,"I was charged 2,063.77 for a late fee that is not justified as I made my payment on time.",Merchant Billing Error
TXN93985709,CUST571932,171.96,2025-06-04,I paid 171.96 for an online purchase but the package was never delivered. The tracking shows it was lost in transit.,Product/Service Not Received
TXN73649940,CUST903035,340.79,2025-06-04,There is an unrecognized charge of 340.79 on my account dated 2025-06-04. I did not approve this and want it disputed.,Unauthorized Transaction
